Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
"""Seventh Month"" from the Odes of Bin (Binfeng)",Unknown,1200s,1980.187,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.187/1980.187_web.jpg
Pair of Jade Plaques,Unknown,475–221 BC,1991.78,Jade,"China, Henan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.78/1991.78_web.jpg
Square Double-Gourd Vase with Floral Scrolls,Unknown,1522–66,1964.172,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Jiajing mark and reign (1522-66)",https://openaccess-cdn.clevelandart.org/1964.172/1964.172_web.jpg
Birds on a Peach Branch,Unknown,1100s,1985.367,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1985.367/1985.367_web.jpg
Water Village,"Wen Boren (Chinese, 1502–1575)",1570,1985.370,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1985.370/1985.370_web.jpg
Buffalo with Rider,Unknown,early 1300s,1989.278,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1989.278/1989.278_web.jpg
Washing the Feet (from the Dusty World),"Wen Boren (Chinese, 1502–1575)",1570,1997.103,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1997.103/1997.103_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.2,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.2/1962.157.2_web.jpg
Cottages in a Misty Grove in Autumn,"Li Anzhong (Chinese, active first half of the 1100s)",1117,1963.588,Painting,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1963.588/1963.588_web.jpg
Fluted Ring with Dragon Head (Huan),Unknown,475–221 BC,1985.75,Jade,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1985.75/1985.75_web.jpg
Bowl,Unknown,1662–1722,1940.962,Ceramic,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1940.962/1940.962_web.jpg
Solitary Colors of the Autumn Woods,"Wang Jianzhang (Chinese, active 1621–1662)",first half 1600s,1972.68,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1972.68/1972.68_web.jpg
Snow Coloring the World White,"Fa Ruozhen (Chinese, 1613–1696)",1690,1979.76,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1979.76/1979.76_web.jpg
Bamboo in Four Seasons: Summer,Unknown,1279–1368,1982.150.1,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1982.150.1/1982.150.1_web.jpg
Bulb Bowl,Unknown,1300s–1400s,1942.660,Ceramic,"Northern China, Yuan dynasty (1271-1368) - Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.660/1942.660_web.jpg
Su Wu the Shepherd,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.10/1985.71.10_web.jpg
Lu Tong and Servant,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.2,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.2/1985.71.2_web.jpg
Peaches,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.9,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.9/1985.71.9_web.jpg
Summer Mountains (after Dong Yuan [active about ad 937-975]),"Huang Gongwang (Chinese, 1269–1354)",1290–1354,1992.1,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1992.1/1992.1_web.jpg
Octafoil Mirror with Lunar Palace,Unknown,early 1100s–mid-1200s,1995.375,Metalwork,"China, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1995.375/1995.375_web.jpg
Bamboo in the Wind,"Puming (Xue Zhuang) (Chinese, active before 1274-after 1329)",1300s,1953.246,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1953.246/1953.246_web.jpg
Barbarian Royalty Worshiping the Buddha,"Zhao Guangfu (Chinese, c. 923–976)",900s,1957.358,Painting,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1957.358/1957.358_web.jpg
Covered Jar (stand),Unknown,1573–1620,1957.62.c,Wood,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Wanli reign (1573-1620)",https://openaccess-cdn.clevelandart.org/1957.62.c/1957.62.c_web.jpg
Hare,Unknown,early 700s,1984.6,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1984.6/1984.6_web.jpg
Reminiscences of Qinhuai River,"Shitao (Chinese, 1642–1707)",1642–1707,1966.31,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1966.31/1966.31_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.3/1962.157.3_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.5/1962.157.5_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.6,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.6/1962.157.6_web.jpg
Landscapes after Various Styles of Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.9,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.9/1962.157.9_web.jpg
Textile Ornament(?): Phoenix,Unknown,c. 700s,1942.1083.1,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1942.1083.1/1942.1083.1_web.jpg
Pedestal,Unknown,mid-700s,1968.70,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1968.70/1968.70_web.jpg
Thumb Ring,Unknown,1736–95,1970.140,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1970.140/1970.140_web.jpg
Clearing Autumn Mists in the Chu Mountains,"Lan Ying (Chinese, 1585-aft 1664)",1600s,1971.231,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1971.231/1971.231_web.jpg
Birds on an Autumn Inlet,Unknown,c. 1200,1985.369,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1985.369/1985.369_web.jpg
Poet and Recluse Hanshan,Unknown,1400s,1991.117,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1991.117/1991.117_web.jpg
Arrow Vase with Persian Inscriptions and Floral Scrolls,Unknown,1506–21,1964.170,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Zhengde mark and reign (1505-1521)",https://openaccess-cdn.clevelandart.org/1964.170/1964.170_web.jpg
Polo Player,Unknown,late 600s-early 700s,1964.181,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1964.181/1964.181_web.jpg
Fish,Unknown,c. 1400,1977.201,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.201/1977.201_web.jpg
Bowl,Unknown,1723–35,1980.73,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1980.73/1980.73_web.jpg
Bowl with Lily Scrolls,Unknown,1465–87,1967.64,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Chenghua mark and period (1465-1487)",https://openaccess-cdn.clevelandart.org/1967.64/1967.64_web.jpg
Pitcher (Gong) with Dragon and Bird-Headed Handle,Unknown,1700s,1972.251,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.251/1972.251_web.jpg
Pitcher (Gong) with Dragon and Bird-Headed Handle,Unknown,1700s,1972.251.a,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.251.a/1972.251.a_web.jpg
Pitcher (Gong) with Dragon and Bird-Headed Handle,Unknown,1700s,1972.251.b,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.251.b/1972.251.b_web.jpg
Buddhist Retreat by Stream and Mountains,"Juran (Chinese, active 960–985)",960–985,1959.348,Painting,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1959.348/1959.348_web.jpg
Ramblers over a Winding Stream,"Luo Zhichuan (Chinese, active 1280s-1320s)",before 1330,1915.536,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1915.536/1915.536_web.jpg
Album of Daoist and Buddhist Themes,Unknown,1200s,2004.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1/2004.1_web.jpg
Vase,Unknown,1000s-1100s,1942.656,Ceramic,"Northern China, Liao dynasty (916-1125) or Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1942.656/1942.656_web.jpg
Dragon,"Fachang Muqi (Chinese, 1220–1280)",c. 1250–1279,1958.427.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1958.427.1/1958.427.1_web.jpg
Paintings after Ancient Masters,"Chen Hongshou (Chinese, 1598/99–1652)",1598–1652,1979.27,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1979.27/1979.27_web.jpg
Landscape in Color after Ni Zan,"Wang Yuanqi (Chinese, 1642–1715)",1707,1954.583,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1954.583/1954.583_web.jpg
Ink Cake,Unknown,1736–95,1942.215.2,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.2/1942.215.2_web.jpg
Ink Cake,Unknown,1736–95,1942.215.3,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.3/1942.215.3_web.jpg
Ink Cake,Unknown,1736–95,1942.215.4,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.4/1942.215.4_web.jpg
Ink Cake,Unknown,1736–95,1942.215.5,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.5/1942.215.5_web.jpg
Ink Cake,Unknown,1736–95,1942.215.6,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.6/1942.215.6_web.jpg
Ink Cake,Unknown,1736–95,1942.215.8,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.8/1942.215.8_web.jpg
Ink Cake,Unknown,1736–95,1942.215.9,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.9/1942.215.9_web.jpg
Fragrance Container,Unknown,1736–95,1942.617,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.617/1942.617_web.jpg
Cylindrical Brushholder,Unknown,"1736–95 or later, mid-1800s?",1944.178,Ceramic,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1944.178/1944.178_web.jpg
Bowl with Flying Cranes,Unknown,1723–35,1964.197,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1964.197/1964.197_web.jpg
Mirror with 'Shan' (Mountain) Pattern,Unknown,200s BC,1972.34,Metalwork,"China, probably State of Chu, possibly Hunan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1972.34/1972.34_web.jpg
Dish with Laozi Riding a Water Buffalo (interior); Pavilion and Immortals in Rocky Landscape (exterior),Unknown,1723–35,1989.315,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng reign (1723-35)",https://openaccess-cdn.clevelandart.org/1989.315/1989.315_web.jpg
Lineage Portrait of Buddhist Monks,Unknown,1600s,2003.352,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2003.352/2003.352_web.jpg
Tripod with Cover (lid),Unknown,late 1700s,1921.1144.b,Wood,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1921.1144.b/1921.1144.b_web.jpg
Textile Ornament(?): Phoenix,Unknown,c. 700s,1942.1083.2,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1942.1083.2/1942.1083.2_web.jpg
Inlays for a Mirror or Box,Unknown,c. 900–1000,1969.78,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78/1969.78_web.jpg
Waterfowl and Reeds,"Liang Kai (Chinese, mid-1100s-early 1200s)",early 1200s,1984.42,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1984.42/1984.42_web.jpg
Mirror with Serpentine Interlaces,Unknown,early 5th-late 3rd century BC,1995.268,Metalwork,"China, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1995.268/1995.268_web.jpg
TLV Mirror,Unknown,early 1st Century - early 3rd Century,1995.296,Metalwork,"China, Eastern Han dynasty (25-220)",https://openaccess-cdn.clevelandart.org/1995.296/1995.296_web.jpg
Octafoil Mirror with Crouched Animals,Unknown,early 600s-early 900s,1995.342,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.342/1995.342_web.jpg
Lobed Mirror with Acrobats on Lotus Blossoms,Unknown,early 600s-early 900s,1995.343,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.343/1995.343_web.jpg
Animal-and-Grape Mirror,Unknown,early 600s-early 900s,1995.354,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.354/1995.354_web.jpg
Mirror of Tortoise Knob and Lotus Pattern,Unknown,early 600s-early 900s,1995.361,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.361/1995.361_web.jpg
Plaque with Openwork Interlaced Dragons and Birds,Unknown,475–221 BC,1952.584,Jade,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1952.584/1952.584_web.jpg
Octofoil Dish with Three Boys,Unknown,1700s,1947.536,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1947.536/1947.536_web.jpg
Lotus Bowl,Unknown,1200s,1957.54,Ceramic,"China, Zhejiang province, Longquan region, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.54/1957.54_web.jpg
Gourd Flask with Floral Medallion,Unknown,1403–24,1964.182,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Yongle period (1403-24)",https://openaccess-cdn.clevelandart.org/1964.182/1964.182_web.jpg
Standing Bodhisattva,Unknown,late 500s,1979.20,Sculpture,"China, Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1979.20/1979.20_web.jpg
Sections of a Coffin Platform,Unknown,550–577,1982.260,Sculpture,"China, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1982.260/1982.260_web.jpg
Spring Mist over Jiangnan,"Shitao (Chinese, 1642–1707)",1697,1954.126,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1954.126/1954.126_web.jpg
Dish with Bats and Peaches,Unknown,1723–35,1930.639,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1722-35)",https://openaccess-cdn.clevelandart.org/1930.639/1930.639_web.jpg
Ceremonial Scepter with Animal Masks (Gui),Unknown,c. 1600–1050 BC,1972.154,Jade,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1972.154/1972.154_web.jpg
Ceremonial Knife,Unknown,1700s,1972.252,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.252/1972.252_web.jpg
Disc (bi) with Imperial Poem in Seal Script (zhuanshu) by the Qianlong Emperor,Unknown,1736–95,1972.254,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1972.254/1972.254_web.jpg
Ducks under Reeds,Unknown,1400s,1915.117,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.117/1915.117_web.jpg
Stem Cup,Unknown,early 700s,1951.396,Silver,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1951.396/1951.396_web.jpg
Incense Burner,Unknown,1200s,1957.63,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.63/1957.63_web.jpg
Wine Beaker (Gu),Unknown,c. 1200 BC,1960.43,Metalwork,"China, late Shang dynasty (c.1600-c.1046 BC), Anyang phase (c.1250-1046 BC)",https://openaccess-cdn.clevelandart.org/1960.43/1960.43_web.jpg
Eleven-Headed Guanyin,Unknown,early 700s,1959.129,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1959.129/1959.129_web.jpg
Bottle Vase,Unknown,1662–1722,1940.942,Ceramic,"China, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1940.942/1940.942_web.jpg
Plate with Isle of the Immortals,Unknown,1723–35,1956.709,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1956.709/1956.709_web.jpg
Daoist Immortal Zhongli Quan,Unknown,1662–1722,1964.193,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.193/1964.193_web.jpg
Daoist Immortal Han Xiangzi,Unknown,1662–1722,1964.194,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.194/1964.194_web.jpg
Thumb Ring,Unknown,1736–95,1970.142,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1970.142/1970.142_web.jpg
A Hundred Sparrows in a Lofty Grove,"Lin Liang (Chinese, 1416–1480)",1368–1644,1981.4,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1981.4/1981.4_web.jpg
Dish with Zhang Guolao,Unknown,1662–1722,1989.306,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1989.306/1989.306_web.jpg
"Kneeling Boy, Fragment",Unknown,1500s,1989.329,Ivory,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1989.329/1989.329_web.jpg
Snuff Bottle with European Figures,Unknown,1736–95 or later,1991.126.a,Enamel,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1991.126.a/1991.126.a_web.jpg
Jade Plaque,Unknown,475–221 BC,1991.78.1,Jade,"China, Henan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.78.1/1991.78.1_web.jpg
Jade Plaque,Unknown,475–221 BCE,1991.78.2,Jade,"China, Henan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.78.2/1991.78.2_web.jpg
TLV Mirror with Four Spirits and Companions,Unknown,AD 9–100,1995.301,Metalwork,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1995.301/1995.301_web.jpg
